24533	nm0000075	tt0021508	{"Saint Louis"}
24543	nm0019922	tt0021598	{"Ursula Browne"}
24553	nm0087396	tt0021741	{Captain}
24563	nm0550552	tt0022019	{Knox}
24573	nm0915131	tt0022519	{"Sylvia Fullerton"}
24583	nm0449694	tt0022550	{"Major Wetherby"}
24593	nm0000845	tt0022814	{"Diana Sturm"}
24603	nm0000068	tt0023028	{"Bill Fadden"}
24613	nm0029456	tt0023974	{Grete}
24623	nm0624005	tt0024015	{"The Boss"}
24633	nm0581416	tt0024054	{Detective}
24643	nm0812125	tt0024118	{Myers}
24653	nm0913248	tt0024176	{"Midshipman Young"}
24663	nm0243447	tt0024319	{"Hiram Sowerby"}
24673	nm0290138	tt0024714	{"Michael Frankenstein"}
24683	nm0375738	tt0025105	{"Peter Dewin"}
24693	nm0273510	tt0025557	{"Mucio Cortadel"}
24703	nm0276247	tt0025796	{"Gracie Platt"}
24713	nm0375738	tt0025811	{"Michael Law"}
24723	nm0308249	tt0026078	{Nicholson,Raybourn}
24733	nm0166972	tt0026138	{"Henry Frankenstein"}
24743	nm0516876	tt0026176	{"Capt. Jeremiah Taylor"}
24753	nm0429843	tt0026456	{"Betty Thomas"}
24763	nm0171500	tt0026610	{"Ronnie Carson"}
24773	nm0805532	tt0026743	{"Squire William Corder"}
24783	nm0519274	tt0026995	{"Dean Cyril Maitland"}
